bar_idx,timestamp,signal_type,action,direction,entry_price,stop_loss,take_profit,confidence,adx,rsi,trend_score,trend_label,ema_spread,outcome,exit_price,pnl_points,pnl_dollars,bars_held,month
23234,2025-12-09 07:15:00-06:00,EMA21_PB_SHORT,SELL,SHORT,6857.25,6863.25,6849.25,0.7,33.07057717824432,43.5854850614812,0.0,CHOP_RANGE,0.00028630345456667674,TP_HIT,6849.25,8.0,40.0,1,2025-12
23248,2025-12-09 10:45:00-06:00,EMA21_PB_LONG,BUY,LONG,6868.75,6862.75,6876.75,0.7,23.52559884377466,62.97543392394763,0.0,CHOP_RANGE,0.00048208402978579555,SL_HIT,6862.75,-6.0,-30.0,2,2025-12
23258,2025-12-09 13:15:00-06:00,EMA21_PB_SHORT,SELL,SHORT,6856.0,6862.0,6848.0,0.7,23.84254133134116,42.855074205305584,0.0,CHOP_RANGE,0.00019528667523509958,TP_HIT,6848.0,8.0,40.0,6,2025-12
23259,2025-12-09 13:30:00-06:00,EMA21_PB_SHORT,SELL,SHORT,6852.75,6858.75,6844.75,0.7,25.24587184662219,38.79795393859086,0.0,CHOP_RANGE,0.0003410371925669859,TP_HIT,6844.75,8.0,40.0,5,2025-12
23261,2025-12-09 14:00:00-06:00,EMA21_PB_SHORT,SELL,SHORT,6853.75,6859.75,6845.75,0.7,27.433459011082668,41.30766441623276,0.0,CHOP_RANGE,0.00046291514234686953,TP_HIT,6845.75,8.0,40.0,3,2025-12
24133,2025-12-23 02:00:00-06:00,EMA21_PB_LONG,BUY,LONG,6930.5,6924.5,6938.5,0.7,23.063208816564924,60.970086824987604,0.0,CHOP_RANGE,6.758335173574946e-05,TIMEOUT,6936.0,5.5,27.5,6,2025-12
24137,2025-12-23 03:00:00-06:00,EMA21_PB_LONG,BUY,LONG,6930.75,6924.75,6938.75,0.7,21.878086178833907,60.545516035243,0.0,CHOP_RANGE,0.00018987868522615602,TIMEOUT,6932.25,1.5,7.5,6,2025-12
24138,2025-12-23 03:15:00-06:00,EMA21_PB_LONG,BUY,LONG,6934.0,6928.0,6942.0,0.7,22.6566972255638,68.58604377604355,0.0,CHOP_RANGE,0.00030727353060151926,TIMEOUT,6932.75,-1.25,-6.25,6,2025-12
24146,2025-12-23 05:15:00-06:00,EMA21_PB_LONG,BUY,LONG,6931.25,6925.25,6939.25,0.7,20.799039626273203,52.463580761625664,0.0,CHOP_RANGE,0.0004279979120985733,SL_HIT,6925.25,-6.0,-30.0,5,2025-12
24163,2025-12-23 09:30:00-06:00,EMA21_PB_LONG,BUY,LONG,6942.0,6936.0,6950.0,0.7,30.00302642010295,62.86994192784193,0.0,CHOP_RANGE,0.00038040289291773585,TP_HIT,6950.0,8.0,40.0,5,2025-12
24309,2025-12-26 03:45:00-06:00,EMA21_PB_LONG,BUY,LONG,6979.25,6973.25,6987.25,0.7,23.859690710724983,51.363992883594584,0.0,CHOP_RANGE,6.997534556924753e-05,TIMEOUT,6978.5,-0.75,-3.75,6,2025-12
24310,2025-12-26 04:00:00-06:00,EMA21_PB_LONG,BUY,LONG,6981.0,6975.0,6989.0,0.7,23.455204157900834,57.382149898887995,0.0,CHOP_RANGE,0.00013226736822882017,TIMEOUT,6977.5,-3.5,-17.5,6,2025-12
24312,2025-12-26 04:30:00-06:00,EMA21_PB_LONG,BUY,LONG,6981.25,6975.25,6989.25,0.7,22.369844184105826,58.000104987956995,0.0,CHOP_RANGE,0.0002150808036720211,TIMEOUT,6978.5,-2.75,-13.75,6,2025-12
24331,2025-12-26 09:15:00-06:00,EMA21_PB_LONG,BUY,LONG,6984.0,6978.0,6992.0,0.7,22.388971290821008,53.35411434815673,0.0,CHOP_RANGE,0.00040340010666028335,SL_HIT,6978.0,-6.0,-30.0,3,2025-12
24333,2025-12-26 09:45:00-06:00,EMA21_PB_LONG,BUY,LONG,6984.75,6978.75,6992.75,0.7,21.448550645679006,54.01666757627791,0.0,CHOP_RANGE,0.00039350917577757056,SL_HIT,6978.75,-6.0,-30.0,1,2025-12
24340,2025-12-26 11:30:00-06:00,EMA21_PB_SHORT,SELL,SHORT,6972.75,6978.75,6964.75,0.7,21.162693311578558,43.13583187703961,0.0,CHOP_RANGE,0.000311170576816783,SL_HIT,6978.75,-6.0,-30.0,5,2025-12
24343,2025-12-26 12:15:00-06:00,EMA21_PB_SHORT,SELL,SHORT,6973.5,6979.5,6965.5,0.7,21.769552560317848,44.26460829091129,0.0,CHOP_RANGE,0.0004142183891910533,SL_HIT,6979.5,-6.0,-30.0,2,2025-12
24608,2025-12-31 09:30:00-06:00,EMA21_PB_SHORT,SELL,SHORT,6923.25,6929.25,6915.25,0.7,34.1934818430592,36.04987548724906,0.0,CHOP_RANGE,0.0002958061577211511,TP_HIT,6915.25,8.0,40.0,1,2025-12
25566,2026-01-15 20:00:00-06:00,EMA21_PB_LONG,BUY,LONG,6995.25,6989.25,7003.25,0.7,20.4990148840613,56.37547973998435,0.0,CHOP_RANGE,7.418959044455904e-05,TIMEOUT,6998.75,3.5,17.5,6,2026-01
25610,2026-01-16 07:00:00-06:00,EMA21_PB_SHORT,SELL,SHORT,6990.75,6996.75,6982.75,0.7,26.094923481589984,35.920905087336365,0.0,CHOP_RANGE,0.00040035277866809764,SL_HIT,6996.75,-6.0,-30.0,5,2026-01
