symbol,direction,entry_time,entry_price,exit_time,exit_price,quantity,realized_pnl,pnl_points,commission,exit_reason,entry_metadata,signal_type
ES,LONG,2025-10-08 10:30:00-05:00,6797.0,2025-10-08 12:30:00-05:00,6800.25,1,13.85,3.25,2.4,flatten,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=21 | RSI=73 | MACD_H=2.39 | e9=6786.5 | #2 | SL=7.5pts | TP=9.4pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 6.025202910707493, 'atr_value': 6.025202910707493, 'adx_value': 21.30144405846316, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 521}",TREND_CONT_LONG
ES,LONG,2025-10-08 13:15:00-05:00,6801.25,2025-10-08 13:30:00-05:00,6795.0,1,-33.65,6.25,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'EMA21_PB_LONG | ADX=29 | RSI=69 | MACD_H=-0.13 | ATR=5.2 | SL=6.0pts[STRUCT] | TP=8.0pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'ema21_pullback', 'atr': 5.18898459711396, 'atr_value': 5.18898459711396, 'adx_value': 28.57815124570477, 'market_state': 'UPTREND_PULLBACK', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 532}",EMA21_PB_LONG
ES,LONG,2025-10-10 09:30:00-05:00,6792.5,2025-10-10 09:45:00-05:00,6783.5,1,-47.4,9.0,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'EMA21_PB_LONG | ADX=23 | RSI=55 | MACD_H=1.07 | ATR=6.9 | SL=8.2pts[STRUCT] | TP=11.0pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'ema21_pullback', 'atr': 6.921409228625229, 'atr_value': 6.921409228625229, 'adx_value': 23.454720446683304, 'market_state': 'UPTREND_PULLBACK', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 701}",EMA21_PB_LONG
ES,LONG,2025-10-15 09:15:00-05:00,6759.25,2025-10-15 10:00:00-05:00,6747.5,1,-61.15,11.75,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=46 | RSI=78 | MACD_H=1.40 | e9=6740.7 | #2 | SL=11.1pts | TP=13.8pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 8.851544623600379, 'atr_value': 8.851544623600379, 'adx_value': 46.463277947750605, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 976}",TREND_CONT_LONG
ES,LONG,2025-10-21 10:00:00-05:00,6786.0,2025-10-21 10:15:00-05:00,6776.25,1,-51.15,9.75,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=23 | RSI=65 | MACD_H=0.57 | e9=6773.5 | #1 | SL=9.1pts | TP=11.4pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 7.310557494964567, 'atr_value': 7.310557494964567, 'adx_value': 23.352321772643872, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 1347}",TREND_CONT_LONG
ES,LONG,2025-10-21 11:00:00-05:00,6782.75,2025-10-21 11:45:00-05:00,6773.25,1,-49.9,9.5,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=19 | RSI=60 | MACD_H=1.09 | e9=6778.0 | #2 | SL=9.1pts | TP=11.4pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 7.316575973908868, 'atr_value': 7.316575973908868, 'adx_value': 19.102612446374028, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 1351}",TREND_CONT_LONG
ES,LONG,2025-10-21 14:15:00-05:00,6780.0,2025-10-21 14:45:00-05:00,6773.5,1,-34.9,6.5,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'EMA21_PB_LONG | ADX=20 | RSI=52 | MACD_H=-0.39 | ATR=7.2 | SL=6.0pts[STRUCT] | TP=8.0pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'ema21_pullback', 'atr': 7.151036187899546, 'atr_value': 7.151036187899546, 'adx_value': 20.31174715031591, 'market_state': 'UPTREND_PULLBACK', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 1364}",EMA21_PB_LONG
ES,LONG,2025-10-23 09:45:00-05:00,6756.75,2025-10-23 11:30:00-05:00,6771.0,1,68.85,14.25,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=32 | RSI=62 | MACD_H=3.00 | e9=6746.9 | #1 | SL=11.8pts | TP=14.8pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 9.478746453031475, 'atr_value': 9.478746453031475, 'adx_value': 32.24254422292269, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 1530}",TREND_CONT_LONG
ES,LONG,2025-10-23 11:45:00-05:00,6771.25,2025-10-23 13:30:00-05:00,6784.0,1,61.35,12.75,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'EMA9_PB_LONG | ADX=22 | RSI=63 | ATR=10.6 | SL=10.6pts | TP=13.3pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'ema9_pullback', 'atr': 10.603100443582337, 'atr_value': 10.603100443582337, 'adx_value': 22.31069571699834, 'market_state': 'UPTREND_PULLBACK', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 1538}",EMA9_PB_LONG
ES,LONG,2025-10-28 09:30:00-05:00,6916.5,2025-10-28 10:15:00-05:00,6910.25,1,-33.65,6.25,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'EMA21_PB_LONG | ADX=25 | RSI=56 | MACD_H=-0.16 | ATR=4.9 | SL=6.0pts[STRUCT] | TP=8.0pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'ema21_pullback', 'atr': 4.893129703684076, 'atr_value': 4.893129703684076, 'adx_value': 25.45440075138288, 'market_state': 'UPTREND_PULLBACK', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 1805}",EMA21_PB_LONG
ES,LONG,2025-10-28 11:45:00-05:00,6923.0,2025-10-28 12:45:00-05:00,6932.25,1,43.85,9.25,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=19 | RSI=63 | MACD_H=0.19 | e9=6915.2 | #1 | SL=7.6pts | TP=9.5pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 6.098975167659903, 'atr_value': 6.098975167659903, 'adx_value': 18.819797609782995, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 1814}",TREND_CONT_LONG
ES,LONG,2025-10-28 13:00:00-05:00,6932.0,2025-10-28 14:15:00-05:00,6940.5,1,40.1,8.5,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=24 | RSI=69 | MACD_H=1.58 | e9=6923.9 | #2 | SL=7.2pts | TP=9.1pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 5.7949190384325515, 'atr_value': 5.7949190384325515, 'adx_value': 23.50242662494675, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 1819}",TREND_CONT_LONG
ES,LONG,2025-11-11 12:00:00-06:00,6865.0,2025-11-11 13:45:00-06:00,6877.5,1,60.1,12.5,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=23 | RSI=71 | MACD_H=2.85 | e9=6850.5 | #1 | SL=10.2pts | TP=12.8pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 8.18406691317722, 'atr_value': 8.18406691317722, 'adx_value': 22.734308223627163, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 2735}",TREND_CONT_LONG
ES,LONG,2025-11-11 14:00:00-06:00,6875.25,2025-11-11 20:00:00-06:00,6886.75,1,55.1,11.5,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=36 | RSI=71 | MACD_H=2.11 | e9=6870.0 | #2 | SL=9.5pts | TP=11.8pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 7.571105517839198, 'atr_value': 7.571105517839198, 'adx_value': 36.26722039500351, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 2743}",TREND_CONT_LONG
ES,LONG,2025-11-14 13:00:00-06:00,6771.25,2025-11-14 13:45:00-06:00,6787.25,1,77.6,16.0,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'OR_BREAK_LONG | ADX=28 | OR_H=6760.50 | SL=12.0pt | TP=16.0pt', 'entry_module': '', 'entry_reason': '', 'entry_type': 'or_breakout', 'atr': 18.01143282426245, 'atr_value': 18.01143282426245, 'adx_value': 28.390578519718858, 'market_state': 'OR_BREAKOUT', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 3015}",OR_BREAK_LONG
ES,LONG,2025-11-25 10:30:00-06:00,6734.5,2025-11-25 10:45:00-06:00,6749.0,1,70.1,14.5,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'OR_BREAK_LONG | ADX=22 | OR_H=6723.75 | SL=11.1pt | TP=14.8pt', 'entry_module': '', 'entry_reason': '', 'entry_type': 'or_breakout', 'atr': 14.834899449773163, 'atr_value': 14.834899449773163, 'adx_value': 22.434416763289875, 'market_state': 'OR_BREAKOUT', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 3649}",OR_BREAK_LONG
ES,LONG,2025-11-26 09:15:00-06:00,6805.25,2025-11-26 09:30:00-06:00,6817.5,1,58.85,12.25,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=20 | RSI=54 | MACD_H=0.88 | e9=6803.8 | #2 | SL=10.3pts | TP=12.8pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 8.222117783578453, 'atr_value': 8.222117783578453, 'adx_value': 20.477747668361307, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 3736}",TREND_CONT_LONG
ES,LONG,2025-11-28 09:15:00-06:00,6842.75,2025-11-28 09:45:00-06:00,6851.25,1,40.1,8.5,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'EMA21_PB_LONG | ADX=30 | RSI=69 | MACD_H=0.53 | ATR=3.1 | SL=6.5pts[STRUCT] | TP=8.8pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'ema21_pullback', 'atr': 3.098449785598679, 'atr_value': 3.098449785598679, 'adx_value': 30.335867945354714, 'market_state': 'UPTREND_PULLBACK', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 3904}",EMA21_PB_LONG
ES,LONG,2025-12-02 09:15:00-06:00,6855.0,2025-12-02 09:30:00-06:00,6840.25,1,-76.15,14.75,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'EMA21_PB_LONG | ADX=26 | RSI=68 | MACD_H=0.15 | ATR=6.3 | SL=8.0pts[STRUCT] | TP=10.8pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'ema21_pullback', 'atr': 6.269717818680931, 'atr_value': 6.269717818680931, 'adx_value': 25.548466691907137, 'market_state': 'UPTREND_PULLBACK', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 4073}",EMA21_PB_LONG
ES,LONG,2025-12-02 10:00:00-06:00,6860.5,2025-12-02 10:15:00-06:00,6840.25,1,-103.65,20.25,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=22 | RSI=64 | MACD_H=0.34 | e9=6850.2 | #2 | SL=10.4pts | TP=13.0pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 8.339220133980323, 'atr_value': 8.339220133980323, 'adx_value': 22.21468053141113, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 4076}",TREND_CONT_LONG
ES,LONG,2025-12-09 09:45:00-06:00,6864.0,2025-12-09 10:15:00-06:00,6871.5,1,35.1,7.5,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'OR_BREAK_LONG | ADX=31 | OR_H=6861.50 | SL=6.0pt | TP=8.0pt', 'entry_module': '', 'entry_reason': '', 'entry_type': 'or_breakout', 'atr': 6.371760956495323, 'atr_value': 6.371760956495323, 'adx_value': 30.670500926264282, 'market_state': 'OR_BREAKOUT', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 4535}",OR_BREAK_LONG
ES,LONG,2025-12-09 11:00:00-06:00,6868.75,2025-12-09 11:30:00-06:00,6860.25,1,-44.9,8.5,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=24 | RSI=63 | MACD_H=1.38 | e9=6864.1 | #1 | SL=8.3pts | TP=10.4pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 6.66714388130693, 'atr_value': 6.66714388130693, 'adx_value': 23.52559884377466, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 4540}",TREND_CONT_LONG
ES,LONG,2025-12-09 12:00:00-06:00,6861.75,2025-12-09 12:30:00-06:00,6855.5,1,-33.65,6.25,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'OR_BREAK_LONG | ADX=21 | OR_H=6861.50 | SL=6.0pt | TP=8.0pt | retest#2', 'entry_module': '', 'entry_reason': '', 'entry_type': 'or_breakout', 'atr': 6.8645433255416295, 'atr_value': 6.8645433255416295, 'adx_value': 21.416565341646994, 'market_state': 'OR_BREAKOUT', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 4544}",OR_BREAK_LONG
ES,LONG,2025-12-10 12:00:00-06:00,6856.5,2025-12-10 12:15:00-06:00,6846.25,1,-53.65,10.25,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=18 | RSI=59 | MACD_H=0.83 | e9=6850.6 | #1 | SL=9.8pts | TP=12.3pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 7.840271787942562, 'atr_value': 7.840271787942562, 'adx_value': 18.31227155436144, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 4636}",TREND_CONT_LONG
ES,LONG,2025-12-10 13:15:00-06:00,6865.5,2025-12-10 13:30:00-06:00,6853.5,1,-62.4,12.0,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=19 | RSI=64 | MACD_H=0.76 | e9=6852.2 | #2 | SL=11.7pts | TP=14.7pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 9.394004884424195, 'atr_value': 9.394004884424195, 'adx_value': 18.690187398619493, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 4641}",TREND_CONT_LONG
ES,LONG,2025-12-23 09:45:00-06:00,6942.5,2025-12-23 11:45:00-06:00,6952.0,1,45.1,9.5,2.4,flatten,"{'signal_confidence': 0.7, 'signal_reason': 'EMA21_PB_LONG | ADX=30 | RSI=63 | MACD_H=1.59 | ATR=6.5 | SL=9.5pts[STRUCT] | TP=12.8pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'ema21_pullback', 'atr': 6.537905845572619, 'atr_value': 6.537905845572619, 'adx_value': 30.00302642010295, 'market_state': 'UPTREND_PULLBACK', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 5455}",EMA21_PB_LONG
ES,LONG,2025-12-23 12:15:00-06:00,6955.5,2025-12-23 14:15:00-06:00,6960.5,1,22.6,5.0,2.4,flatten,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=31 | RSI=72 | MACD_H=1.54 | e9=6949.4 | #2 | SL=6.4pts | TP=8.0pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 5.1461522925418794, 'atr_value': 5.1461522925418794, 'adx_value': 30.956181013480453, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 5465}",TREND_CONT_LONG
ES,LONG,2025-12-24 09:15:00-06:00,6970.5,2025-12-24 10:00:00-06:00,6977.75,1,33.85,7.25,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=21 | RSI=76 | MACD_H=0.91 | e9=6963.1 | #2 | SL=6.0pts | TP=7.5pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 3.022418534950006, 'atr_value': 3.022418534950006, 'adx_value': 20.862116822999027, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 5545}",TREND_CONT_LONG
ES,LONG,2025-12-26 09:30:00-06:00,6984.25,2025-12-26 11:00:00-06:00,6972.25,1,-62.4,12.0,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'EMA21_PB_LONG | ADX=22 | RSI=53 | MACD_H=0.11 | ATR=5.1 | SL=11.5pts[STRUCT] | TP=15.2pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'ema21_pullback', 'atr': 5.051405527938551, 'atr_value': 5.051405527938551, 'adx_value': 22.388971290821008, 'market_state': 'UPTREND_PULLBACK', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 5623}",EMA21_PB_LONG
ES,LONG,2026-01-06 10:30:00-06:00,6958.25,2026-01-06 11:00:00-06:00,6966.25,1,37.6,8.0,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'EMA21_PB_LONG | ADX=24 | RSI=56 | MACD_H=0.85 | ATR=6.6 | SL=6.0pts[STRUCT] | TP=8.0pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'ema21_pullback', 'atr': 6.64559475852859, 'atr_value': 6.64559475852859, 'adx_value': 24.451302539041407, 'market_state': 'UPTREND_PULLBACK', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 6179}",EMA21_PB_LONG
ES,LONG,2026-01-06 11:15:00-06:00,6966.5,2026-01-06 11:30:00-06:00,6976.5,1,47.6,10.0,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'EMA21_PB_LONG | ADX=23 | RSI=62 | MACD_H=0.43 | ATR=6.9 | SL=7.8pts[STRUCT] | TP=10.2pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'ema21_pullback', 'atr': 6.919322771314618, 'atr_value': 6.919322771314618, 'adx_value': 22.87383557944585, 'market_state': 'UPTREND_PULLBACK', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 6182}",EMA21_PB_LONG
ES,LONG,2026-01-06 11:45:00-06:00,6976.25,2026-01-06 13:00:00-06:00,6986.0,1,46.35,9.75,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'EMA9_PB_LONG | ADX=25 | RSI=68 | ATR=7.1 | SL=8.0pts | TP=10.0pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'ema9_pullback', 'atr': 7.050334430368217, 'atr_value': 7.050334430368217, 'adx_value': 24.63303822019975, 'market_state': 'UPTREND_PULLBACK', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 6184}",EMA9_PB_LONG
ES,LONG,2026-01-07 10:00:00-06:00,6992.25,2026-01-07 10:45:00-06:00,7001.0,1,41.35,8.75,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=18 | RSI=60 | MACD_H=0.15 | e9=6987.3 | #2 | SL=7.4pts | TP=9.2pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 5.913993597177902, 'atr_value': 5.913993597177902, 'adx_value': 18.347937239690477, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 6269}",TREND_CONT_LONG
ES,LONG,2026-01-09 11:00:00-06:00,7004.0,2026-01-09 13:00:00-06:00,7009.75,1,26.35,5.75,2.4,flatten,"{'signal_confidence': 0.7, 'signal_reason': 'EMA9_PB_LONG | ADX=22 | RSI=65 | ATR=10.3 | SL=10.3pts | TP=12.8pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'ema9_pullback', 'atr': 10.253649131701463, 'atr_value': 10.253649131701463, 'adx_value': 22.46703327169454, 'market_state': 'UPTREND_PULLBACK', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 6457}",EMA9_PB_LONG
ES,LONG,2026-01-15 09:15:00-06:00,7003.0,2026-01-15 09:45:00-06:00,6994.25,1,-46.15,8.75,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=49 | RSI=65 | MACD_H=0.06 | e9=6999.8 | #1 | SL=8.2pts | TP=10.3pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 6.584853141874366, 'atr_value': 6.584853141874366, 'adx_value': 49.03001963745855, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 6818}",TREND_CONT_LONG
ES,LONG,2026-01-15 10:15:00-06:00,7008.0,2026-01-15 12:15:00-06:00,7008.25,1,-1.15,0.25,2.4,flatten,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=46 | RSI=69 | MACD_H=0.05 | e9=7003.1 | #2 | SL=9.6pts | TP=11.9pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 7.6408655400112915, 'atr_value': 7.6408655400112915, 'adx_value': 46.34388639487985, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 6822}",TREND_CONT_LONG
